iteration,loss
116,5.724240606203933
117,5.721241582706782
118,5.718321795285566
119,5.715479137683233
120,5.7127115607655305
121,5.7100170708664875
122,5.707393728191462
123,5.704839645274836
124,5.702352985489786
125,5.699931961607673
126,5.69757483440479
127,5.695279911314349
128,5.693045545121665
129,5.690870132700755
130,5.688752113790576
131,5.68668996980923
132,5.684682222704651
133,5.682727433840308
134,5.680824202914549
135,5.678971166912295
136,5.677166999087917
137,5.67541040797807
138,5.673700136443479
139,5.672034960738552
140,5.670413689607945
141,5.668835163409054
142,5.66729825325961
143,5.665801860209515
144,5.6643449144360885
145,5.662926374462017
146,5.661545226395215
147,5.660200483189904
148,5.658891183928308
149,5.657616393122211
150,5.65637520003384
151,5.655166718015459
152,5.653990083867108
153,5.652844457211927
154,5.651729019888551
155,5.650642975360091
156,5.649585548139131
157,5.648555983228434
158,5.647553545576684
159,5.646577519549025
160,5.645627208411867
161,5.6447019338315645
162,5.6438010353866295
163,5.6429238700929805
164,5.642069811942013
165,5.64123825145101
166,5.640428595225587
167,5.6396402655338616
168,5.638872699891997
169,5.638125350660812
170,5.637397684653136
171,5.636689182751643
172,5.635999339536876
173,5.635327662925163
174,5.634673673816144
175,5.634036905749691
176,5.633416904571954
177,5.632813228110238
178,5.632225445856554
179,5.6316531386595186
180,5.631095898424461
181,5.630553327821477
182,5.630025040001176
183,5.629510658318039
184,5.62900981606101
185,5.628522156191303
186,5.6280473310870605
187,5.627585002294892
188,5.627134840287829
189,5.626696524229814
190,5.62626974174637
191,5.62585418870129
192,5.62544956897931
193,5.625055594274457
194,5.624671983884035
195,5.624298464508018
196,5.623934770053774
197,5.623580641445929
198,5.623235826441258
199,5.622900079448444
200,5.622573161352645
201,5.622254839344649
202,5.621944886754542
203,5.621643082889801
204,5.621349212877606
205,5.621063067511376
206,5.620784443101307
207,5.620513141328873
208,5.620248969105178
209,5.619991738433014
210,5.619741266272584
211,5.619497374410774
212,5.619259889333849
213,5.619028642103519
214,5.618803468236275
215,5.618584207585939
216,5.618370704229223
217,5.618162806354429
218,5.617960366152986
219,5.617763239713897
220,5.61757128692093
221,5.617384371352604
222,5.617202360184695
223,5.617025124095429
224,5.6168525371730835
225,5.616684476826079
226,5.616520823695429
227,5.616361461569494
228,5.616206277301
229,5.616055160726203
230,5.6159080045862355
231,5.615764704450516
232,5.615625158642139
233,5.615489268165301
234,5.615356936634555
235,5.615228070206028
236,5.615102577510361
237,5.614980369587475
238,5.614861359823055
239,5.614745463886659
240,5.61463259967154
241,5.614522687235951
242,5.614415648746136
243,5.614311408420654
244,5.614209892476334
245,5.61411102907556
246,5.61401474827494
247,5.613920981975401
248,5.6138296638735445
249,5.613740729414272
250,5.613654115744725
251,5.613569761669363
252,5.6134876076062765
253,5.6134075955446585
254,5.613329669003335
255,5.613253772990459
256,5.613179853964233
257,5.61310785979468
258,5.613037739726408
259,5.612969444342354
260,5.612902925528512
261,5.61283813643957
262,5.612775031465444
263,5.612713566198731
264,5.612653697402968
265,5.612595382981777
266,5.612538581948783
267,5.612483254398375
268,5.612429361477172
269,5.612376865356309
270,5.612325729204401
271,5.612275917161248
272,5.612227394312225
273,5.612180126663362
274,5.612134081117038
275,5.61208922544838
276,5.612045528282216
277,5.612002959070708
278,5.611961488071496
279,5.611921086326499
280,5.61188172564119
281,5.611843378564506
282,5.611806018369222
283,5.611769619032858
284,5.611734155219116
285,5.611699602259772
286,5.611665936137049
287,5.611633133466512
288,5.611601171480308
289,5.611570028010938
290,5.611539681475452
291,5.61151011085997
292,5.611481295704743
293,5.611453216089497
294,5.611425852619237
295,5.611399186410366
296,5.611373199077224
297,5.611347872718968
298,5.6113231899067415
299,5.611299133671286
300,5.6112756874907825
301,5.611252835279063
302,5.611230561374126
303,5.611208850526969
304,5.611187687890659
305,5.611167059009767
306,5.611146949810022
307,5.611127346588276
308,5.611108236002704
309,5.611089605063292
310,5.611071441122552
311,5.61105373186647
312,5.611036465305764
313,5.611019629767257
314,5.611003213885611
315,5.6109872065951425
316,5.610971597121969
317,5.610956374976298
318,5.610941529944921
319,5.610927052083954
320,5.610912931711705
321,5.610899159401789
322,5.61088572597635
323,5.610872622499571
324,5.61085984027123
325,5.610847370820536
326,5.61083520590005
327,5.610823337479805
328,5.61081175774157
329,5.610800459073278
330,5.610789434063564
331,5.61077867549651
332,5.610768176346447
333,5.610757929772969
334,5.610747929116058
335,5.610738167891289
336,5.6107286397852265
337,5.610719338650909
338,5.610710258503472
339,5.610701393515844
340,5.610692738014612
341,5.6106842864759745
342,5.610676033521768
343,5.610667973915644
344,5.610660102559332
345,5.610652414488994
346,5.610644904871682
347,5.610637569001879
348,5.610630402298149
349,5.610623400299869
350,5.6106165586640255
351,5.61060987316212
352,5.61060333967716
353,5.610596954200715
354,5.610590712830046
355,5.610584611765315
356,5.610578647306892
357,5.610572815852693
358,5.610567113895617
359,5.610561538021044
360,5.610556084904382
361,5.6105507513087085
362,5.610545534082467
363,5.610540430157179
364,5.610535436545287
365,5.610530550338013
366,5.610525768703278
367,5.61052108888368
368,5.61051650819453
369,5.610512024021907
370,5.6105076338208475
371,5.610503335113472
372,5.610499125487255
373,5.610495002593271
374,5.610490964144541
375,5.61048700791438
376,5.610483131734825
377,5.610479333495088
378,5.610475611140018
379,5.610471962668661
380,5.610468386132836
381,5.610464879635736
382,5.610461441330541
383,5.6104580694191615
384,5.6104547621509
385,5.6104515178212315
386,5.610448334770563
387,5.610445211383093
388,5.610442146085591
389,5.61043913734633
390,5.610436183673971
391,5.610433283616487
392,5.610430435760152
393,5.6104276387285115
394,5.61042489118141
395,5.610422191814027
396,5.610419539355945
397,5.610416932570253
398,5.61041437025264
399,5.610411851230577
400,5.610409374362429
401,5.610406938536672
402,5.61040454267109
403,5.610402185712014
404,5.610399866633538
405,5.610397584436825
406,5.610395338149365
407,5.610393126824302
408,5.610390949539742
409,5.610388805398087
410,5.610386693525436
411,5.6103846130709
412,5.610382563206055
413,5.610380543124291
414,5.610378552040302
415,5.610376589189453
416,5.610374653827301
417,5.610372745229021
418,5.610370862688885
419,5.610369005519806
420,5.610367173052789
421,5.610365364636492
422,5.61036357963674
423,5.610361817436083
424,5.610360077433362
425,5.610358359043246
426,5.610356661695866
427,5.610354984836359
428,5.610353327924507
429,5.610351690434317
430,5.610350071853687
431,5.610348471684013
432,5.610346889439831
433,5.610345324648482
434,5.610343776849769
435,5.610342245595634
436,5.610340730449827
437,5.610339230987606
438,5.610337746795428
439,5.610336277470657
440,5.610334822621267
441,5.610333381865573
442,5.610331954831956
443,5.610330541158593
444,5.610329140493207
445,5.610327752492797
446,5.610326376823424
447,5.610325013159945
448,5.610323661185785
449,5.61032232059273
450,5.6103209910806795
451,5.610319672357456
452,5.6103183641385925
453,5.610317066147099
454,5.6103157781133035
455,5.610314499774655
456,5.610313230875512
457,5.610311971166973
458,5.610310720406709
459,5.610309478358777
460,5.610308244793447
461,5.61030701948706
462,5.610305802221844
463,5.6103045927857815
464,5.610303390972429
465,5.610302196580797
466,5.610301009415201
467,5.610299829285108
468,5.610298656005004
469,5.6102974893942745
470,5.610296329277071
471,5.6102951754821735
472,5.610294027842877
473,5.61029288619689
474,5.6102917503861685
475,5.610290620256863
476,5.610289495659172
477,5.610288376447238
478,5.6102872624790585
479,5.610286153616367
480,5.6102850497245536
481,5.610283950672552
482,5.610282856332747
483,5.610281766580895
484,5.610280681296023
485,5.6102796003603554
486,5.610278523659223
487,5.6102774510809645
488,5.61027638251688
489,5.610275317861131
490,5.610274257010667
491,5.6102731998651505
492,5.610272146326904
493,5.610271096300815
494,5.610270049694276
495,5.610269006417134
496,5.610267966381601
497,5.610266929502208
498,5.610265895695745
499,5.610264864881184
500,5.6102638369796445
501,5.610262811914326
502,5.610261789610443
503,5.610260769995188
504,5.6102597529976865
505,5.610258738548903
506,5.610257726581651
507,5.610256717030496
508,5.6102557098317405
509,5.610254704923369
510,5.610253702244981
511,5.610252701737802
512,5.61025170334457
513,5.61025070700956
514,5.61024971267851
515,5.610248720298585
516,5.610247729818333
517,5.610246741187682
518,5.610245754357867
519,5.61024476928141
520,5.610243785912086
521,5.610242804204879
522,5.610241824115988
523,5.610240845602729
524,5.610239868623577
525,5.610238893138074
526,5.6102379191068525
527,5.610236946491572
528,5.610235975254901
529,5.610235005360492
530,5.610234036772968
531,5.610233069457866
532,5.610232103381655
533,5.6102311385116606
534,5.610230174816095
535,5.610229212263992
536,5.610228250825203
537,5.6102272904703945
538,5.610226331170984
539,5.61022537289914
540,5.610224415627788
541,5.610223459330548
542,5.610222503981742
543,5.610221549556374
544,5.610220596030096
545,5.610219643379206
546,5.610218691580639
547,5.610217740611915
548,5.610216790451171
549,5.610215841077107
550,5.610214892468975
551,5.610213944606606
552,5.610212997470325
553,5.6102120510410085
554,5.610211105300018
555,5.610210160229203
556,5.610209215810904
557,5.610208272027926
558,5.610207328863523
559,5.610206386301389
560,5.610205444325653
561,5.610204502920862
562,5.610203562071965
563,5.610202621764314
564,5.610201681983639
565,5.61020074271606
566,5.610199803948049
567,5.610198865666447
568,5.610197927858427
569,5.610196990511515
570,5.610196053613563
571,5.610195117152732
572,5.610194181117505
573,5.6101932454966725
574,5.61019231027931
575,5.610191375454789
576,5.610190441012755
577,5.610189506943134
578,5.610188573236112
579,5.610187639882129
580,5.610186706871897
581,5.610185774196351
582,5.61018484184667
583,5.610183909814278
584,5.610182978090814
585,5.610182046668129
586,5.6101811155383094
587,5.610180184693642
588,5.6101792541266065
589,5.6101783238298975
590,5.610177393796395
591,5.610176464019157
592,5.610175534491442
593,5.610174605206678
594,5.6101736761584595
595,5.610172747340567
596,5.610171818746923
597,5.610170890371627
598,5.610169962208938
599,5.6101690342532375
600,5.610168106499094
601,5.610167178941193
602,5.610166251574364
603,5.610165324393584
604,5.610164397393947
605,5.610163470570693
606,5.610162543919164
607,5.610161617434854
608,5.610160691113356
609,5.610159764950385
610,5.6101588389417625
611,5.610157913083434
612,5.61015698737144
613,5.61015606180193
614,5.610155136371158
615,5.6101542110754705
616,5.610153285911308
617,5.610152360875215
618,5.610151435963825
619,5.6101505111738525
620,5.610149586502105
621,5.610148661945472
622,5.610147737500925
623,5.6101468131655166
624,5.610145888936381
625,5.610144964810714
626,5.610144040785803
627,5.610143116858996
628,5.610142193027715
629,5.610141269289446
630,5.610140345641743
631,5.61013942208223
632,5.610138498608586
633,5.610137575218558
634,5.610136651909943
635,5.6101357286806035
636,5.610134805528457
637,5.610133882451477
638,5.610132959447688
639,5.610132036515167
640,5.610131113652047
641,5.610130190856492
642,5.610129268126746
643,5.6101283454610735
644,5.610127422857787
645,5.610126500315257
646,5.610125577831884
647,5.610124655406121
648,5.610123733036447
649,5.6101228107214025
650,5.610121888459544
651,5.6101209662494815
652,5.610120044089854
653,5.610119121979341
654,5.610118199916662
655,5.610117277900551
656,5.610116355929794
657,5.610115434003201
658,5.610114512119616
659,5.610113590277911
660,5.610112668476991
661,5.610111746715787
662,5.610110824993259
663,5.610109903308399
664,5.610108981660214
665,5.61010806004775
666,5.610107138470068
667,5.6101062169262645
668,5.610105295415448
669,5.610104373936756
670,5.610103452489354
671,5.61010253107242
672,5.610101609685163
673,5.610100688326799
674,5.610099766996584
675,5.610098845693783
676,5.610097924417669
677,5.610097003167551
678,5.610096081942759
679,5.610095160742629
680,5.61009423956651
681,5.610093318413785
682,5.610092397283847
683,5.610091476176086
684,5.610090555089949
685,5.610089634024855
686,5.610088712980264
687,5.610087791955639
688,5.610086870950466
689,5.610085949964234
690,5.610085028996457
691,5.610084108046654
692,5.610083187114356
693,5.610082266199105
694,5.610081345300473
695,5.610080424418019
696,5.610079503551324
697,5.610078582699983
698,5.610077661863596
699,5.610076741041781
700,5.610075820234153
701,5.610074899440356
702,5.610073978660018
703,5.610073057892802
704,5.610072137138379
705,5.610071216396395
706,5.610070295666555
707,5.6100693749485275
708,5.610068454242015
709,5.610067533546721
710,5.610066612862364
711,5.610065692188651
712,5.610064771525312
713,5.610063850872094
714,5.610062930228717
715,5.610062009594945
716,5.610061088970523
717,5.610060168355221
718,5.610059247748798
719,5.610058327151028
720,5.610057406561694
721,5.610056485980578
722,5.610055565407478
723,5.610054644842179
724,5.610053724284488
725,5.610052803734216
726,5.610051883191168
727,5.610050962655166
728,5.610050042126025
729,5.610049121603581
730,5.610048201087658
731,5.610047280578098
732,5.610046360074732
733,5.610045439577408
734,5.610044519085975
735,5.61004359860029
736,5.610042678120202
737,5.610041757645566
738,5.610040837176262
739,5.610039916712147
740,5.6100389962530945
741,5.610038075798967
742,5.610037155349657
743,5.610036234905035
744,5.610035314464995
745,5.610034394029417
746,5.610033473598193
747,5.610032553171216
748,5.610031632748374
749,5.610030712329575
750,5.610029791914715
751,5.6100288715037
752,5.610027951096437
753,5.610027030692831
754,5.610026110292796
755,5.610025189896239
756,5.610024269503094
757,5.610023349113256
758,5.610022428726657
759,5.610021508343215
760,5.61002058796286
761,5.610019667585513
762,5.6100187472111
763,5.61001782683956
764,5.610016906470819
765,5.610015986104815
766,5.610015065741471
767,5.6100141453807355
768,5.6100132250225485
769,5.610012304666841
770,5.610011384313569
771,5.6100104639626585
772,5.610009543614068
773,5.610008623267739
774,5.610007702923618
775,5.610006782581658
776,5.610005862241811
777,5.610004941904022
778,5.6100040215682485
779,5.610003101234445
780,5.610002180902561
781,5.610001260572568
782,5.610000340244405
783,5.6099994199180445
784,5.609998499593445
785,5.609997579270559
786,5.609996658949365
787,5.609995738629806
788,5.609994818311861
789,5.60999389799549
790,5.609992977680656
791,5.609992057367332
792,5.6099911370554825
793,5.6099902167450795
794,5.609989296436085
795,5.609988376128471
796,5.609987455822217
797,5.6099865355172875
798,5.609985615213653
799,5.6099846949113
800,5.609983774610183
801,5.609982854310289
802,5.609981934011594
803,5.609981013714066
804,5.609980093417691
805,5.60997917312244
806,5.609978252828288
807,5.609977332535224
808,5.609976412243218
809,5.609975491952255
810,5.609974571662306
811,5.609973651373369
812,5.609972731085409
813,5.6099718107984105
814,5.609970890512362
815,5.609969970227232
816,5.609969049943024
817,5.6099681296597135
818,5.60996720937727
819,5.609966289095696
820,5.609965368814975
821,5.609964448535076
822,5.609963528256006
823,5.609962607977733
824,5.609961687700259
825,5.609960767423558
826,5.609959847147626
827,5.609958926872437
828,5.609958006597992
829,5.609957086324272
830,5.60995616605127
831,5.609955245778977
832,5.609954325507372
833,5.609953405236451
834,5.609952484966203
835,5.60995156469662
836,5.609950644427684
837,5.609949724159392
838,5.609948803891736
839,5.609947883624703
840,5.6099469633582775
841,5.609946043092468
842,5.609945122827252
843,5.609944202562627
844,5.6099432822985795
845,5.609942362035108
846,5.6099414417722
847,5.609940521509852
848,5.609939601248059
849,5.609938680986805
850,5.609937760726092
851,5.609936840465909
852,5.60993592020625
853,5.609934999947112
854,5.609934079688482
855,5.6099331594303585
856,5.6099322391727355
857,5.60993131891561
858,5.6099303986589675
859,5.609929478402808
860,5.609928558147136
861,5.6099276378919285
862,5.609926717637196
863,5.609925797382922
864,5.609924877129106
865,5.609923956875743
866,5.609923036622835
867,5.60992211637037
868,5.609921196118344
869,5.609920275866758
870,5.609919355615603
871,5.609918435364878
872,5.609917515114579
873,5.609916594864698
874,5.609915674615236
875,5.609914754366191
876,5.609913834117553
877,5.609912913869327
878,5.609911993621503
879,5.60991107337408
880,5.609910153127057
881,5.60990923288043
882,5.60990831263419
883,5.609907392388343
884,5.609906472142886
885,5.609905551897805
886,5.609904631653113
887,5.609903711408793
888,5.6099027911648545
889,5.609901870921289
890,5.609900950678096
891,5.609900030435274
892,5.609899110192812
893,5.609898189950723
894,5.609897269708987
895,5.609896349467623
896,5.609895429226612
897,5.609894508985957
898,5.609893588745662
899,5.609892668505712
900,5.609891748266122
901,5.609890828026877
902,5.60988990778798
903,5.609888987549427
904,5.609888067311222
905,5.609887147073356
906,5.609886226835834
907,5.6098853065986525
908,5.609884386361812
909,5.6098834661253045
910,5.6098825458891355
911,5.609881625653297
912,5.6098807054177975
913,5.60987978518262
914,5.609878864947783
915,5.60987794471327
916,5.609877024479085
917,5.6098761042452345
918,5.609875184011701
919,5.609874263778497
920,5.609873343545614
921,5.609872423313054
922,5.6098715030808215
923,5.609870582848901
924,5.609869662617308
925,5.609868742386029
926,5.60986782215507
927,5.60986690192443
928,5.6098659816941
929,5.609865061464093
930,5.609864141234392
931,5.609863221005012
932,5.609862300775942
933,5.60986138054719
934,5.609860460318744
935,5.609859540090606
936,5.609858619862785
937,5.609857699635271
938,5.6098567794080685
939,5.609855859181171
940,5.609854938954582
941,5.609854018728302
942,5.609853098502323
943,5.609852178276652
944,5.609851258051289
945,5.60985033782623
946,5.609849417601476
947,5.609848497377022
948,5.609847577152872
949,5.609846656929029
950,5.609845736705487
951,5.609844816482247
952,5.6098438962593
953,5.609842976036669
954,5.60984205581433
955,5.609841135592291
956,5.609840215370554
957,5.609839295149118
958,5.6098383749279765
959,5.609837454707132
960,5.609836534486588
961,5.609835614266345
962,5.6098346940463975
963,5.609833773826746
964,5.6098328536073945
965,5.609831933388336
966,5.609831013169578
967,5.609830092951112
968,5.609829172732941
969,5.60982825251507
970,5.609827332297491
971,5.609826412080206
972,5.609825491863217
973,5.609824571646523
974,5.609823651430124
975,5.6098227312140185
976,5.609821810998204
977,5.609820890782683
978,5.609819970567456
979,5.609819050352524
980,5.609818130137877
981,5.609817209923532
982,5.609816289709475
983,5.609815369495713
984,5.60981444928224
985,5.6098135290690605
986,5.609812608856171
987,5.609811688643573
988,5.6098107684312675
989,5.609809848219252
990,5.609808928007522
991,5.609808007796093
992,5.609807087584944
993,5.609806167374096
994,5.609805247163531
995,5.609804326953263
996,5.609803406743278
997,5.609802486533586
998,5.6098015663241805
999,5.609800646115069
1000,5.609799725906247
